lib	class	type	name	resolution	detail
rubygems	Gem::LoadError	#	version_requirement=	not-found	Gem::LoadError 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement, requirement= / 4.0でも同様に not-found(Gem::LoadError 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement=, requirement)
rubygems	Gem::QuickLoader	::	GemPaths	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	::	GemVersions	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	#	calculate_integers_for_gem_version	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	#	const_missing	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	.	load_full_rubygems_library	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	#	method_missing	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	#	push_all_highest_version_gems_on_load_path	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems	Gem::QuickLoader	#	push_gem_version_on_load_path	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/commands/build_command	Gem::Commands::BuildCommand	#	load_gemspecs	not-found	Gem::Commands::BuildCommand は存在するが load_gemspecs はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::BuildCommand は存在するが load_gemspecs はどの形(instance/singleton/const)でも存在しない)
rubygems/commands/build_command	Gem::Commands::BuildCommand	#	yaml?	not-found	Gem::Commands::BuildCommand は存在するが yaml? はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::BuildCommand は存在するが yaml? はどの形(instance/singleton/const)でも存在しない)
rubygems/commands/dependency_command	Gem::Commands::DependencyCommand	#	find_gems	not-found	Gem::Commands::DependencyCommand は存在するが find_gems はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::DependencyCommand は存在するが find_gems はどの形(instance/singleton/const)でも存在しない)
rubygems/commands/update_command	Gem::Commands::UpdateCommand	#	do_rubygems_update	not-found	Gem::Commands::UpdateCommand は存在するが do_rubygems_update はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::UpdateCommand は存在するが do_rubygems_update はどの形(instance/singleton/const)でも存在しない)
rubygems/commands/which_command	Gem::Commands::WhichCommand	::	EXT	not-found	Gem::Commands::WhichCommand は存在するが EXT はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::WhichCommand は存在するが EXT はどの形(instance/singleton/const)でも存在しない)
rubygems/commands/which_command	Gem::Commands::WhichCommand	#	gem_paths	not-found	Gem::Commands::WhichCommand は存在するが gem_paths はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Commands::WhichCommand は存在するが gem_paths はどの形(instance/singleton/const)でも存在しない)
rubygems/config_file	Gem::ConfigFile	::	DEFAULT_BENCHMARK	not-found	Gem::ConfigFile は存在するが DEFAULT_BENCHMARK はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::ConfigFile は存在するが DEFAULT_BENCHMARK はどの形(instance/singleton/const)でも存在しない)
rubygems/config_file	Gem::ConfigFile	#	benchmark	not-found	Gem::ConfigFile は存在するが benchmark はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::ConfigFile は存在するが benchmark はどの形(instance/singleton/const)でも存在しない)
rubygems/config_file	Gem::ConfigFile	#	benchmark=	not-found	Gem::ConfigFile は存在するが benchmark= はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::ConfigFile は存在するが benchmark= はどの形(instance/singleton/const)でも存在しない)
rubygems/defaults	Gem	.	default_system_source_cache_dir	not-found	Gem 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): dir / 4.0でも同様に not-found(Gem 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): dir)
rubygems/defaults	Gem	.	default_user_source_cache_dir	not-found	Gem 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): dir / 4.0でも同様に not-found(Gem 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): dir)
rubygems/dependency	Gem::Dependency	#	version_requirements	not-found	Gem::Dependency 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement / 4.0でも同様に not-found(Gem::Dependency 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement)
rubygems/dependency	Gem::Dependency	#	version_requirements=	not-found	Gem::Dependency 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement / 4.0でも同様に not-found(Gem::Dependency 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): requirement)
rubygems/dependency_installer	Gem::DependencyInstaller	#	find_spec_by_name_and_version	not-found	Gem::DependencyInstaller は存在するが find_spec_by_name_and_version はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::DependencyInstaller は存在するが find_spec_by_name_and_version はどの形(instance/singleton/const)でも存在しない)
rubygems/dependency_installer	Gem::DependencyInstaller	#	gather_dependencies	not-found	Gem::DependencyInstaller は存在するが gather_dependencies はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::DependencyInstaller は存在するが gather_dependencies はどの形(instance/singleton/const)でも存在しない)
rubygems/dependency_installer	Gem::DependencyInstaller	#	gems_to_install	not-found	Gem::DependencyInstaller 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install / 4.0でも同様に not-found(Gem::DependencyInstaller 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install)
rubygems/dependency_list	Gem::DependencyList	.	from_source_index	not-found	Gem::DependencyList は存在するが from_source_index はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::DependencyList は存在するが from_source_index はどの形(instance/singleton/const)でも存在しない)
rubygems/indexer	Gem::Indexer	#	abbreviate	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/indexer	Gem::Indexer	#	collect_specs	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/indexer	Gem::Indexer	#	sanitize	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/indexer	Gem::Indexer	#	sanitize_string	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/installer	Gem::Installer	.	home_install_warning	not-found	Gem::Installer 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install / 4.0でも同様に not-found(Gem::Installer 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install)
rubygems/installer	Gem::Installer	.	home_install_warning=	not-found	Gem::Installer 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install / 4.0でも同様に not-found(Gem::Installer 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): install)
rubygems/package	Gem::FileOperations	.	new	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/package	Gem::Package	.	pack	not-found	Gem::Package は存在するが pack はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Package は存在するが pack はどの形(instance/singleton/const)でも存在しない)
rubygems/security	Gem::Security	::	OPT	not-found	Gem::Security は存在するが OPT はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Security は存在するが OPT はどの形(instance/singleton/const)でも存在しない)
rubygems/security	Gem::Security	.	add_trusted_cert	not-found	Gem::Security は存在するが add_trusted_cert はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Security は存在するが add_trusted_cert はどの形(instance/singleton/const)でも存在しない)
rubygems/security	Gem::Security	.	build_cert	not-found	Gem::Security は存在するが build_cert はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Security は存在するが build_cert はどの形(instance/singleton/const)でも存在しない)
rubygems/security	Gem::Security	.	build_self_signed_cert	not-found	Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): sign / 4.0でも同様に not-found(Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): sign)
rubygems/security	Gem::Security	.	sign_cert	not-found	Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): sign / 4.0でも同様に not-found(Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): sign)
rubygems/security	Gem::Security	.	verify_trust_dir	not-found	Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): trust_dir / 4.0でも同様に not-found(Gem::Security 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): trust_dir)
rubygems/security	Gem::Security::Policy	.	trusted_cert_path	not-found	Gem::Security::Policy は存在するが trusted_cert_path はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Security::Policy は存在するが trusted_cert_path はどの形(instance/singleton/const)でも存在しない)
rubygems/security	Gem::Security::Policy	#	verify_gem	not-found	Gem::Security::Policy 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): verify / 4.0でも同様に not-found(Gem::Security::Policy 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): verify)
rubygems/server	Gem::Server	#	Marshal	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/server	Gem::Server	#	yaml	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
rubygems/spec_fetcher	Gem::SpecFetcher	#	cache_dir	not-found	Gem::SpecFetcher は存在するが cache_dir はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが cache_dir はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	dir	not-found	Gem::SpecFetcher は存在するが dir はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが dir はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	fetch	not-found	Gem::SpecFetcher 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): fetcher=, fetcher / 4.0でも同様に not-found(Gem::SpecFetcher 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): fetcher, fetcher=)
rubygems/spec_fetcher	Gem::SpecFetcher	#	fetch_spec	not-found	Gem::SpecFetcher は存在するが fetch_spec はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが fetch_spec はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	find_matching	not-found	Gem::SpecFetcher は存在するが find_matching はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが find_matching はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	legacy_repos	not-found	Gem::SpecFetcher は存在するが legacy_repos はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが legacy_repos はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	list	not-found	Gem::SpecFetcher は存在するが list はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが list はどの形(instance/singleton/const)でも存在しない)
rubygems/spec_fetcher	Gem::SpecFetcher	#	load_specs	not-found	Gem::SpecFetcher 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): specs / 4.0でも同様に not-found(Gem::SpecFetcher 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): specs)
rubygems/spec_fetcher	Gem::SpecFetcher	#	warn_legacy	not-found	Gem::SpecFetcher は存在するが warn_legacy はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::SpecFetcher は存在するが warn_legacy はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	array_attribute	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): array_attributes / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): array_attributes)
rubygems/specification	Gem::Specification	#	assign_defaults	not-found	Gem::Specification は存在するが assign_defaults はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが assign_defaults はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	attribute	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): reset_nil_attributes_to_default, invalidate_memoized_attributes, same_attributes? / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): reset_nil_attributes_to_default, set_not_nil_attributes_to_default_values, set_nil_attributes_to_nil)
rubygems/specification	Gem::Specification	.	attribute_alias_singular	not-found	Gem::Specification は存在するが attribute_alias_singular はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが attribute_alias_singular はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	attribute_defaults	not-found	Gem::Specification は存在するが attribute_defaults はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが attribute_defaults はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	attributes	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): reset_nil_attributes_to_default, invalidate_memoized_attributes, same_attributes? / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): reset_nil_attributes_to_default, set_not_nil_attributes_to_default_values, set_nil_attributes_to_nil)
rubygems/specification	Gem::Specification	.	default_value	wrong-type:instance	ドキュメントは .(singleton)だが、実際は instance として存在する(Gem::Specification)
rubygems/specification	Gem::Specification	#	installation_path	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): all, all= / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): all, all=)
rubygems/specification	Gem::Specification	.	list	not-found	Gem::Specification は存在するが list はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが list はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	#	loaded=	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): load, conficts_when_loaded_with? / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): load, conflicts_when_loaded_with?, find_unloaded_by_path)
rubygems/specification	Gem::Specification	#	loaded?	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): load, conficts_when_loaded_with? / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): load, conflicts_when_loaded_with?, find_unloaded_by_path)
rubygems/specification	Gem::Specification	.	overwrite_accessor	not-found	Gem::Specification は存在するが overwrite_accessor はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが overwrite_accessor はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	read_only	not-found	Gem::Specification は存在するが read_only はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが read_only はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	.	required_attribute	not-found	Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): required_attributes / 4.0でも同様に not-found(Gem::Specification 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): required_attributes)
rubygems/specification	Gem::Specification	#	test_suite_file	not-found	Gem::Specification は存在するが test_suite_file はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが test_suite_file はどの形(instance/singleton/const)でも存在しない)
rubygems/specification	Gem::Specification	#	test_suite_file=	not-found	Gem::Specification は存在するが test_suite_file= はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Specification は存在するが test_suite_file= はどの形(instance/singleton/const)でも存在しない)
rubygems/validator	Gem::Validator	#	remove_leading_dot_dir	not-found	Gem::Validator は存在するが remove_leading_dot_dir はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Validator は存在するが remove_leading_dot_dir はどの形(instance/singleton/const)でも存在しない)
rubygems/validator	Gem::Validator	#	unit_test	not-found	Gem::Validator は存在するが unit_test はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Validator は存在するが unit_test はどの形(instance/singleton/const)でも存在しない)
rubygems/validator	Gem::Validator	#	verify_gem	not-found	Gem::Validator は存在するが verify_gem はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Validator は存在するが verify_gem はどの形(instance/singleton/const)でも存在しない)
rubygems/validator	Gem::Validator	#	verify_gem_file	not-found	Gem::Validator は存在するが verify_gem_file はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Gem::Validator は存在するが verify_gem_file はどの形(instance/singleton/const)でも存在しない)
singleton	Singleton	.	instance	not-found	Singleton は存在するが instance はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Singleton は存在するが instance はどの形(instance/singleton/const)でも存在しない)
socket	SOCKSSocket	#	close	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
socket	SOCKSSocket	.	new	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
socket	SOCKSSocket	.	open	not-found	クラス自体が解決できず、名前が類似するクラスも見つからなかった / 4.0でも同様に not-found(クラス自体が解決できず、名前が類似するクラスも見つからなかった)
socket	Socket::Ifaddr	#	vhid	env	Socket::Ifaddr は libc 由来の Struct でメンバー構成が OS 依存(例: age/change/comment/expire/quota/uclass は BSD 系のみ、vhid は FreeBSD の CARP 関連フィールド)。このサンドボックス(Linux)には無いだけで、対象 OS では存在しうる。aggregate.rb の PLATFORM_CLASSES(Socket/Etc の `::` 定数)と同種の環境要因。実測: Socket::Ifaddr.members(またはinstance_methods) に vhid が含まれない / 元判定: Socket::Ifaddr は存在するが vhid はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Socket::Ifaddr は存在するが vhid はどの形(instance/singleton/const)でも存在しない)
strscan	StringScanner	#	matchedsize	not-found	StringScanner 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): matched_size, match?, size / 4.0でも同様に not-found(StringScanner 自身に綴り/構造の近いメソッドが存在(ドキュメントの誤字、またはメソッド名自体の変更(接頭辞付与など)の可能性): matched_size, matched?, match?)
syslog	Syslog::Facility	::	LOG_CONSOLE	not-found	Syslog::Facility は存在するが LOG_CONSOLE はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Syslog::Facility は存在するが LOG_CONSOLE はどの形(instance/singleton/const)でも存在しない)
syslog	Syslog::Facility	::	LOG_NTP	not-found	Syslog::Facility は存在するが LOG_NTP はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Syslog::Facility は存在するが LOG_NTP はどの形(instance/singleton/const)でも存在しない)
syslog	Syslog::Facility	::	LOG_SECURITY	not-found	Syslog::Facility は存在するが LOG_SECURITY はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Syslog::Facility は存在するが LOG_SECURITY はどの形(instance/singleton/const)でも存在しない)
zlib	Zlib::GzipFile	#	path	not-found	Zlib::GzipFile は存在するが path はどの形(instance/singleton/const)でも存在しない / 4.0でも同様に not-found(Zlib::GzipFile は存在するが path はどの形(instance/singleton/const)でも存在しない)
